准考證號,國文,英文,數學,自然,社會
1151,80,46,33,85,77
1152,59,67,43,53,72
1153,50,77,13,43,77
1154,84,100,67,71,82
1155,53,60,73,61,84
1156,99,36,44,47,84
1157,65,54,34,82,80
1158,70,65,30,50,87
1159,71,79,23,91,80
1160,69,39,52,86,74
1161,99,58,64,99,76
1162,75,0,39,67,81
1163,68,23,62,70,85
1164,70,61,8,63,87
1165,63,100,92,58,89
1166,86,64,29,32,78
1167,60,91,0,84,87
1168,79,96,76,70,78
1169,84,82,6,88,75
1170,52,78,61,83,85
1171,100,54,66,66,65
1172,77,66,71,64,74
1173,76,97,11,30,77
1174,76,58,97,32,98
1175,60,97,60,37,80
1176,84,82,73,43,76
1177,93,67,67,85,84
1178,73,35,40,40,71
1179,64,29,12,33,81
1180,92,28,43,12,77
1181,60,6,45,52,80
1182,80,90,41,65,81
1183,78,61,37,57,72
1184,76,54,0,56,69
1185,59,72,38,46,79
1186,75,53,0,72,84
1187,78,90,26,53,99
1188,66,79,13,26,85
1189,75,33,67,96,82
1190,58,60,61,58,70
1191,85,61,33,77,87
1192,70,56,75,37,70
1193,74,94,94,81,87
1194,83,66,0,65,81
1195,80,65,35,71,86
1196,64,100,54,83,74
1197,60,36,10,79,80
1198,71,76,67,52,77
1199,71,85,20,61,80
1200,74,100,0,73,70
1201,59,40,64,66,93
1202,79,83,32,15,60
1203,78,75,29,45,74
1204,90,25,13,78,74
1205,74,41,59,75,75
1206,68,61,70,61,78
1207,64,59,35,36,76
1208,74,92,3,61,73
1209,65,63,20,46,87
1210,67,64,49,44,66
1211,71,57,43,34,69
1212,77,100,53,90,79
1213,82,68,76,57,66
1214,92,73,87,67,76
1215,69,39,40,72,82
1216,67,100,50,90,69
1217,69,61,26,49,76
1218,72,54,66,67,74
1219,67,94,0,36,94
1220,86,86,48,53,78
1221,55,81,68,56,78
1222,95,66,49,42,88
1223,78,100,50,32,72
1224,59,66,90,63,95
1225,81,58,43,49,84
1226,92,72,18,90,87
1227,57,100,32,61,76
1228,76,57,0,47,90
1229,67,54,44,29,87
1230,68,39,40,37,85
1231,63,27,71,51,82
1232,79,52,0,61,88
1233,75,36,52,58,74
1234,84,87,0,79,80
1235,77,52,41,81,84
1236,70,83,41,95,83
1237,65,70,35,64,80
1238,75,20,33,30,83
1239,71,74,31,88,83
1240,65,13,12,91,83
1241,69,100,66,100,77
1242,73,88,0,35,63
1243,71,82,45,33,67
1244,64,15,18,66,77
1245,70,53,0,69,77
1246,75,24,51,77,86
1247,66,67,30,70,90
1248,75,44,8,93,79
1249,83,46,18,75,74
1250,87,37,76,34,75
1251,71,84,12,40,72
1252,78,30,77,61,79
1253,83,37,77,51,71
1254,60,66,41,52,82
1255,73,65,51,84,64
1256,86,27,76,46,78
1257,76,47,63,80,81
1258,80,99,62,61,72
1259,87,91,84,71,100
1260,77,62,0,82,69
1261,55,100,65,78,89
1262,79,56,28,56,90
1263,82,100,0,62,82
1264,65,63,9,56,67
1265,71,77,51,44,91
1266,97,64,88,54,76
1267,94,62,15,86,67
1268,77,59,28,60,79
1269,66,45,39,71,68
1270,71,100,76,44,85
1271,59,59,32,54,85
1272,73,92,65,56,90
1273,79,90,38,70,84
1274,76,3,57,67,69
1275,62,49,5,65,86
1276,87,78,49,40,93
1277,71,76,73,42,78
1278,84,100,10,46,71
1279,76,50,37,37,100
1280,74,65,100,100,69
1281,70,85,40,81,89
1282,73,72,61,50,76
1283,67,31,42,92,70
1284,86,51,44,67,87
1285,67,100,18,45,78
1286,93,92,2,66,72
1287,70,100,13,42,79
1288,86,61,44,66,65
1289,81,60,49,61,82
1290,58,98,28,91,80
1291,81,65,60,59,79
1292,74,76,25,64,92
1293,72,72,61,46,86
1294,75,45,21,71,85
1295,80,75,50,55,91
1296,87,76,40,35,90
1297,72,38,47,56,84
1298,71,77,64,57,79
1299,81,99,26,55,78
1300,89,48,0,54,91
1301,49,100,76,100,81
1302,72,79,11,67,73
1303,84,100,68,40,82
1304,79,78,34,75,100
1305,73,46,23,75,77
1306,68,28,33,35,82
1307,78,66,69,47,82
1308,79,44,50,41,86
1309,69,100,84,58,83
1310,70,83,89,16,88
1311,61,56,2,58,63
1312,91,85,23,67,70
1313,76,64,82,69,80
1314,80,100,72,53,82
1315,66,100,49,42,77
1316,61,58,41,38,100
1317,71,84,3,50,81
1318,78,19,25,38,89
1319,84,85,34,71,75
1320,61,56,56,67,90
1321,86,50,9,59,82
1322,69,81,56,32,76
1323,64,62,67,44,79
1324,73,43,74,73,87
1325,69,41,58,89,84
1326,75,59,47,65,76
1327,72,19,56,27,83
1328,72,33,17,44,96
1329,69,33,5,50,78
1330,79,62,7,63,85
1331,83,74,38,71,98
1332,55,71,59,43,94
1333,81,61,43,62,81
1334,87,75,100,75,79
1335,72,100,50,63,79
1336,70,70,82,50,87
1337,86,100,57,80,85
1338,77,83,98,66,82
1339,73,87,3,88,69
1340,92,29,0,57,75
1341,65,61,26,64,75
1342,78,100,53,44,71
1343,83,52,73,79,81
1344,73,41,88,22,80
1345,74,49,43,39,87
1346,90,35,41,57,85
1347,62,35,39,64,90
1348,74,72,53,13,82
1349,72,79,40,61,73
1350,87,0,41,96,96
1351,76,33,100,72,71
1352,57,76,20,90,75
1353,77,62,0,41,87
1354,70,80,26,68,80
1355,92,74,25,36,82
1356,86,61,17,62,96
1357,59,67,39,52,80
1358,66,77,18,98,69
1359,81,48,35,55,82
1360,86,69,36,70,81
1361,85,69,9,57,86
1362,69,49,32,90,80
1363,84,45,82,66,84
1364,78,75,87,46,86
1365,73,49,10,66,76
1366,80,40,36,84,62
1367,72,49,59,42,73
1368,70,30,35,12,84
1369,80,67,31,49,98
1370,77,48,29,49,87
1371,74,30,31,50,75
1372,72,95,90,47,92
1373,68,61,44,80,68
1374,69,70,33,48,62
1375,63,26,60,76,71
1376,64,82,33,96,79
1377,85,71,56,38,73
1378,91,50,47,54,82
1379,75,57,13,22,77
1380,60,26,7,53,80
1381,73,72,43,78,83
1382,63,19,62,36,86
1383,68,77,14,84,93
1384,87,80,3,70,100
1385,75,56,69,39,72
1386,90,66,45,59,91
1387,60,75,63,43,82
1388,77,64,28,28,84
1389,59,62,88,40,85
1390,79,58,72,84,87
1391,47,98,16,52,85
1392,76,11,75,59,79
1393,65,38,50,61,69
1394,76,64,47,38,81
1395,72,83,96,52,82
1396,70,65,48,55,66
1397,95,93,10,93,79
1398,80,44,37,50,81
1399,79,70,11,63,73
1400,63,58,11,81,87
1401,79,51,38,63,73
1402,52,79,27,50,86
1403,74,59,34,48,82
1404,86,56,42,59,80
1405,71,86,51,72,92
1406,71,28,41,66,73
1407,63,72,54,71,79
1408,81,100,61,70,76
1409,72,100,34,32,95
1410,75,78,0,78,81
1411,78,53,41,66,87
1412,81,69,77,55,84
1413,79,88,80,39,83
1414,83,54,34,80,58
1415,61,76,0,37,59
1416,78,40,65,20,78
1417,69,56,94,56,66
1418,62,79,92,58,82
1419,98,98,74,64,85
1420,74,100,18,46,91
1421,79,56,63,54,71
1422,79,69,20,94,67
1423,75,51,58,65,78
1424,58,63,34,71,88
1425,74,82,43,59,79
1426,69,67,13,63,78
1427,75,56,49,46,82
1428,68,56,67,50,77
1429,78,7,55,35,76
1430,83,60,48,50,73
1431,93,84,24,45,65
1432,87,100,23,68,80
1433,79,84,58,34,85
1434,63,70,47,51,87
1435,86,53,20,76,80
1436,61,1,32,62,83
1437,76,57,0,28,84
1438,94,10,34,47,75
1439,73,47,100,66,91
1440,55,43,52,72,75
1441,76,57,93,60,87
1442,73,45,39,52,86
1443,83,100,54,21,75
1444,69,50,6,50,74
1445,84,70,0,76,71
1446,72,87,63,56,80
1447,57,98,54,58,76
1448,77,49,39,49,78
1449,87,46,27,44,73
1450,85,56,24,18,76
1451,67,100,8,18,78
1452,69,67,38,62,82
1453,83,96,31,65,81
1454,63,59,0,60,74
1455,100,87,51,35,85
1456,72,51,0,36,78
1457,76,93,53,67,63
1458,73,59,33,70,82
1459,61,31,9,65,87
1460,72,28,23,62,67
1461,85,88,0,48,79
1462,73,63,72,43,71
1463,88,90,45,45,74
1464,53,22,10,52,79
1465,60,83,55,100,69
1466,81,27,38,45,93
1467,80,100,30,81,86
1468,61,59,73,44,87
1469,61,61,0,40,70
1470,67,35,0,66,74
1471,72,96,63,94,70
1472,95,74,43,39,79
1473,81,52,51,35,90
1474,73,65,60,0,84
1475,70,100,50,44,73
1476,84,58,23,51,83
1477,72,39,28,68,71
1478,57,52,21,66,81
1479,78,66,13,57,73
1480,69,47,33,75,72
1481,63,69,39,78,64
1482,71,61,42,75,88
1483,86,76,0,83,71
1484,70,90,23,93,91
1485,73,70,49,100,84
1486,61,29,73,65,69
1487,82,69,40,49,82
1488,60,81,52,29,82
1489,81,100,15,67,72
1490,60,43,0,100,70
1491,83,48,23,84,74
1492,72,70,3,42,84
1493,88,94,17,65,81
1494,81,91,68,20,91
1495,80,79,54,65,80
1496,56,100,52,62,82
1497,92,36,46,90,74
1498,69,100,44,53,98
1499,86,47,8,100,80
1500,62,66,22,92,92
1501,73,48,24,54,85
1502,74,89,38,79,82
1503,88,69,22,66,83
1504,79,81,53,30,89
1505,73,69,0,51,70
1506,68,16,0,100,60
1507,78,70,16,92,97
1508,74,0,28,58,73
1509,80,30,46,48,77
1510,76,51,37,70,82
1511,67,65,40,37,70
1512,73,47,84,34,87
1513,68,40,1,43,84
1514,82,80,75,100,77
1515,96,100,67,40,79
1516,79,49,53,41,69
1517,68,93,21,54,92
1518,79,58,0,36,91
1519,71,28,74,62,75
1520,66,14,13,57,82
1521,66,100,91,74,83
1522,87,88,82,76,77
1523,65,67,56,43,83
1524,74,45,33,61,84
1525,87,78,79,57,67
1526,80,52,50,43,87
1527,84,80,18,45,78
1528,96,32,59,51,83
1529,52,0,0,81,84
1530,95,66,11,61,72
1531,85,64,69,45,71
1532,66,42,11,66,93
1533,78,52,0,71,79
1534,67,94,49,62,80
1535,76,47,22,43,76
1536,81,51,35,65,73
1537,77,57,75,40,81
1538,68,67,69,89,78
1539,92,41,13,49,74
1540,73,83,40,96,64
1541,94,58,0,100,84
1542,80,54,28,55,90
1543,80,32,19,54,83
1544,86,39,82,52,74
1545,100,75,0,52,80
1546,63,55,66,65,83
1547,71,39,21,69,78
1548,52,65,98,46,77
1549,68,30,53,60,72
1550,68,82,33,58,79
1551,71,52,100,68,72
1552,72,69,100,72,73
1553,70,82,43,65,90
1554,73,88,23,39,72
1555,65,85,0,19,84
1556,66,11,24,59,82
1557,66,16,44,48,83
1558,79,58,21,39,84
1559,76,44,52,29,86
1560,77,98,62,67,86
1561,84,82,27,72,83
1562,78,100,17,64,72
1563,72,72,20,60,75
1564,71,86,29,79,73
1565,73,46,85,49,78
1566,85,73,44,67,85
1567,73,96,57,66,84
1568,71,82,100,54,83
1569,70,63,34,36,78
1570,76,80,38,0,88
1571,91,60,39,81,69
1572,71,100,27,30,62
1573,77,51,47,81,81
1574,83,69,13,40,74
1575,72,60,47,68,93
1576,80,71,35,42,72
1577,81,62,33,96,100
1578,69,100,54,26,77
1579,74,60,12,43,74
1580,58,55,51,60,83
1581,69,39,36,67,63
1582,67,90,37,52,77
1583,63,51,49,56,87
1584,75,100,40,70,97
1585,54,100,54,65,71
1586,73,76,53,78,89
1587,80,40,86,68,79
1588,55,36,51,61,95
1589,86,49,39,26,71
1590,70,89,24,38,80
1591,89,71,15,42,77
1592,84,65,12,24,80
1593,60,33,41,100,80
1594,78,48,25,96,72
1595,77,88,60,33,79
1596,89,43,29,48,94
1597,71,79,4,73,81
1598,76,60,71,70,80
1599,61,37,11,55,74
1600,72,88,40,76,74
1601,71,93,26,66,84
1602,72,96,59,49,74
1603,81,74,52,67,88
1604,92,71,29,76,73
1605,82,84,40,53,77
1606,83,69,45,67,68
1607,84,66,77,73,79
1608,86,32,53,36,86
1609,70,64,17,46,79
1610,91,68,62,41,80
1611,80,28,22,67,82
1612,66,38,50,79,90
1613,88,51,71,55,74
1614,83,42,7,67,84
1615,85,74,13,46,83
1616,79,40,17,77,73
1617,68,60,43,27,76
1618,59,58,33,50,76
1619,80,85,24,97,73
1620,75,81,54,32,82
1621,64,88,36,90,79
1622,80,94,55,65,83
1623,91,50,0,54,76
1624,64,40,35,51,79
1625,75,64,53,56,81
1626,64,59,50,70,65
1627,53,91,0,49,70
1628,77,38,42,85,80
1629,86,59,46,82,97
1630,73,93,69,49,77
1631,67,66,43,25,87
1632,74,51,9,49,75
1633,72,63,38,38,85
1634,65,75,11,53,71
1635,54,59,59,35,76
1636,83,43,81,61,82
1637,58,55,45,57,80
1638,85,53,0,89,92
1639,75,98,56,47,87
1640,76,100,32,62,83
1641,82,57,100,55,73
1642,79,100,34,41,77
1643,83,37,29,19,78
1644,84,100,17,80,76
1645,67,47,31,54,74
1646,72,100,52,58,66
1647,75,100,10,83,74
1648,100,70,52,70,74
1649,81,49,55,65,88
1650,73,72,28,81,93
1651,71,64,35,50,83
1652,71,50,45,83,67
1653,69,67,37,44,79
1654,61,11,0,70,67
1655,65,76,34,71,72
1656,80,68,76,83,80
1657,71,73,27,65,75
1658,62,64,67,60,77
1659,83,50,32,47,84
1660,68,54,24,70,82
1661,83,39,70,32,77
1662,75,76,12,66,84
1663,59,81,73,63,80
1664,73,85,44,55,84
1665,77,84,54,81,83
1666,67,65,21,54,81
1667,63,100,5,27,85
1668,68,85,24,85,81
1669,84,37,38,77,62
1670,73,95,13,86,68
1671,72,78,53,76,84
1672,67,85,43,51,63
1673,74,40,58,80,67
1674,68,100,46,56,91
1675,74,25,18,53,61
1676,67,11,44,48,75
1677,88,68,17,88,77
1678,77,90,15,77,65
1679,63,67,0,58,75
1680,67,49,60,22,72
1681,83,65,25,48,76
1682,65,43,62,71,84
1683,71,55,78,66,83
1684,77,53,58,54,84
1685,68,70,54,38,80
1686,78,88,0,36,80
1687,89,100,74,78,70
1688,70,45,5,40,92
1689,76,89,24,45,78
1690,65,25,41,65,67
1691,64,100,43,64,80
1692,82,93,29,49,78
1693,68,81,86,46,74
1694,79,100,0,59,71
1695,70,66,54,31,85
1696,77,56,43,95,68
1697,91,78,46,34,87
1698,74,52,94,37,73
1699,81,84,80,84,84
1700,85,55,27,40,83
1701,79,53,4,50,71
1702,95,81,54,61,89
1703,77,56,10,75,82
1704,96,62,0,38,92
1705,72,76,0,41,80
1706,63,64,100,74,95
1707,69,36,39,90,71
1708,81,54,53,28,98
1709,65,89,66,10,78
1710,62,46,0,51,72
1711,73,48,49,58,58
1712,100,62,37,79,90
1713,63,93,58,21,81
1714,83,80,63,70,97
1715,75,67,52,43,86
1716,71,53,40,75,67
1717,81,55,39,100,93
1718,73,44,17,100,92
1719,71,77,51,29,63
1720,79,86,17,86,67
1721,86,57,44,19,78
1722,97,73,49,43,84
1723,69,100,44,49,78
1724,66,96,48,39,73
1725,86,82,36,67,80
1726,73,71,38,70,75
1727,82,75,15,58,74
1728,84,30,1,65,86
1729,63,67,75,70,82
1730,71,46,64,39,78
1731,92,46,24,59,77
1732,85,52,51,79,83
1733,68,70,2,32,87
1734,76,33,100,60,70
1735,91,59,75,36,84
1736,78,59,1,33,79
1737,68,47,72,62,75
1738,76,100,61,98,93
1739,67,98,40,48,93
1740,84,100,3,37,76
1741,73,71,52,58,69
1742,75,80,0,80,66
1743,86,46,25,57,79
1744,73,99,40,59,95
1745,80,81,47,62,83
1746,74,83,29,50,79
1747,77,47,28,47,71
1748,76,82,34,79,80
1749,76,70,33,25,79
1750,67,97,56,79,74
1751,83,73,46,100,87
1752,55,89,36,33,86
1753,64,100,2,75,83
1754,62,89,23,63,81
1755,77,53,89,93,82
1756,75,70,28,86,89
1757,85,69,44,70,74
1758,75,62,75,53,88
1759,75,66,7,59,80
1760,84,44,0,71,85
1761,52,71,44,68,79
1762,62,23,65,47,78
1763,76,22,42,51,78
1764,70,84,25,52,81
1765,81,78,41,79,95
1766,57,43,62,75,69
1767,73,64,35,65,87
1768,78,100,42,79,89
1769,98,77,4,66,88
1770,63,77,29,88,80
1771,81,48,32,86,90
1772,72,45,57,35,74
1773,80,64,77,58,78
1774,75,33,0,69,87
1775,74,100,11,77,85
1776,63,45,84,36,83
1777,86,47,21,46,92
1778,73,49,75,68,84
1779,55,53,46,49,90
1780,84,63,60,99,64
1781,79,90,63,40,86
1782,68,41,54,77,78
1783,66,81,26,42,76
1784,87,29,34,52,69
1785,75,72,80,0,84
1786,74,88,53,47,64
1787,71,44,0,22,87
1788,100,81,10,32,83
1789,65,92,36,57,64
1790,83,88,19,41,78
1791,78,43,49,63,79
1792,70,43,42,93,78
1793,69,59,25,45,72
1794,75,79,31,67,84
1795,75,69,36,0,79
1796,78,73,0,51,67
1797,67,57,21,75,83
1798,75,59,55,89,74
1799,53,54,2,10,65
1800,82,77,69,32,86
1801,82,42,63,44,79
1802,81,88,0,51,72
1803,69,30,47,40,79
1804,72,57,62,35,83
1805,77,84,51,66,78
1806,76,38,35,100,77
1807,78,20,59,55,81
1808,81,73,49,100,76
1809,65,80,13,42,70
1810,81,57,53,81,71
1811,77,66,63,52,75
1812,87,48,20,64,90
1813,58,68,37,51,72
1814,78,85,48,40,74
1815,74,74,7,83,94
1816,74,46,4,40,81
1817,75,97,65,61,78
1818,85,27,100,78,70
1819,69,24,80,41,82
1820,73,31,39,83,78
1821,72,97,19,68,75
1822,75,62,75,54,74
1823,76,89,0,65,76
1824,83,85,84,59,77
1825,67,69,57,64,94
1826,70,67,42,56,84
1827,56,64,53,54,77
1828,89,38,66,49,76
1829,73,90,46,49,78
1830,72,97,44,95,89
1831,67,55,0,71,74
1832,81,87,35,70,91
1833,84,56,0,84,74
1834,79,79,86,27,76
1835,83,60,40,43,64
1836,65,40,18,78,82
1837,83,44,22,29,76
1838,81,56,55,37,89
1839,100,100,41,75,93
1840,71,90,94,84,78
1841,79,24,26,81,74
1842,81,82,28,27,77
1843,95,87,100,73,86
1844,78,12,28,53,68
1845,66,100,10,86,80
1846,71,46,52,36,73
1847,84,28,38,46,68
1848,49,64,39,43,79
1849,69,100,36,79,84
1850,75,60,26,54,74
1851,64,74,28,96,82
1852,70,46,17,52,81
1853,76,76,21,63,86
1854,75,19,8,50,82
1855,82,51,16,45,70
1856,69,68,37,42,91
1857,87,46,63,63,76
1858,55,42,63,83,67
1859,71,60,47,81,88
1860,75,31,33,52,71
1861,75,88,41,53,89
1862,61,31,45,53,83
1863,83,84,93,54,81
1864,65,59,42,76,83
1865,71,49,70,61,69
1866,70,74,70,76,74
1867,64,84,63,68,73
1868,81,59,57,39,72
1869,72,100,86,68,79
1870,66,54,50,64,72
1871,80,63,18,71,100
1872,68,100,69,76,91
1873,79,77,45,53,80
1874,70,39,58,15,83
1875,70,47,59,63,87
1876,86,70,73,54,75
1877,71,79,39,33,93
1878,74,49,49,76,71
1879,61,96,36,89,79
1880,67,89,50,53,69
1881,63,58,36,88,69
1882,63,100,70,89,74
1883,86,75,46,62,71
1884,63,100,48,52,93
1885,89,75,76,71,74
1886,77,49,46,76,84
1887,80,63,80,76,80
1888,74,47,40,51,74
1889,82,100,31,90,83
1890,70,69,49,59,83
1891,67,18,52,64,77
1892,61,52,2,60,92
1893,85,49,23,63,77
1894,72,58,7,50,65
1895,72,88,38,62,76
1896,72,84,83,100,87
1897,75,67,27,71,85
1898,77,81,41,58,75
1899,78,100,21,91,74
1900,66,64,42,48,82
1901,65,58,79,61,93
1902,79,64,52,51,67
1903,70,66,53,24,86
1904,72,73,23,39,75
1905,87,50,56,56,77
1906,68,69,72,56,81
1907,67,75,42,45,90
1908,77,57,0,49,82
1909,60,39,50,74,84
1910,76,32,0,35,86
1911,83,51,7,70,71
1912,69,40,30,56,67
1913,77,46,76,78,72
1914,92,46,28,88,81
1915,80,87,100,95,87
1916,78,30,0,50,90
1917,61,61,46,64,79
1918,76,94,0,64,68
1919,80,91,26,55,68
1920,79,64,78,50,76
1921,72,6,41,56,77
1922,89,100,52,72,71
1923,79,100,65,79,92
1924,70,59,85,52,80
1925,72,50,50,100,71
1926,87,93,18,90,84
1927,76,68,82,41,64
1928,64,40,57,72,73
1929,73,45,10,81,85
1930,78,40,0,58,97
1931,71,0,32,41,75
1932,66,30,76,81,66
1933,75,22,83,71,82
1934,73,26,64,40,86
1935,62,57,47,65,82
1936,81,59,16,51,82
1937,82,51,49,66,81
1938,76,54,27,75,71
1939,86,29,64,71,85
1940,73,88,28,69,79
1941,73,80,63,33,60
1942,63,73,25,78,83
1943,59,29,60,49,81
1944,78,76,14,66,84
1945,75,62,6,68,76
1946,84,85,9,87,100
1947,71,66,62,72,80
1948,60,70,68,47,86
1949,100,47,25,90,67
1950,82,32,44,83,77
1951,67,99,19,54,97
1952,69,81,25,35,84
1953,85,75,0,33,80
1954,74,100,86,61,66
1955,73,65,34,70,69
1956,72,25,44,93,94
1957,87,47,76,62,80
1958,97,72,59,86,68
1959,83,50,29,18,78
1960,73,78,44,31,82
1961,87,89,0,39,72
1962,99,97,23,39,86
1963,68,64,52,50,88
1964,79,30,7,65,71
1965,63,46,56,100,82
1966,88,60,50,52,82
1967,66,50,42,69,87
1968,72,57,100,62,71
1969,86,76,48,28,89
1970,84,40,61,83,87
1971,84,60,100,100,83
1972,61,46,0,61,80
1973,60,76,52,28,82
1974,81,51,56,62,72
1975,72,44,17,64,81
1976,87,71,34,61,86
1977,94,30,33,81,79
1978,60,60,37,54,71
1979,76,80,0,34,91
1980,83,54,0,68,78
1981,75,59,57,65,85
1982,57,100,98,80,89
1983,79,83,20,49,91
1984,65,72,67,91,62
1985,67,70,7,66,77
1986,81,71,10,65,73
1987,56,65,0,68,87
1988,86,50,0,49,72
1989,78,97,12,81,77
1990,85,83,7,77,67
1991,74,59,100,57,75
1992,81,65,13,94,58
1993,89,87,59,60,66
1994,80,70,18,37,76
1995,56,91,22,48,72
1996,79,30,0,64,67
1997,73,86,100,72,75
1998,100,30,47,37,69
1999,88,29,33,33,76
2000,99,44,47,84,75
2001,75,95,61,72,71
2002,63,57,6,88,74
2003,51,92,6,58,91
2004,91,72,38,57,83
2005,85,62,12,56,81
2006,68,26,84,49,70
2007,78,54,14,35,84
2008,64,40,75,75,69
2009,83,69,78,36,76
2010,69,61,66,78,78
2011,73,43,0,60,86
2012,89,89,46,63,78
2013,74,78,30,39,74
2014,57,47,66,35,86
2015,87,59,83,88,88
2016,80,84,100,69,91
2017,82,58,39,50,79
2018,75,79,26,41,85
2019,56,48,18,96,74
2020,68,53,0,67,98
2021,78,54,54,37,72
2022,74,53,77,78,86
2023,78,83,61,94,84
2024,85,73,88,68,73
2025,80,31,63,38,81
2026,73,0,49,78,71
2027,89,67,40,80,76
2028,75,44,60,21,74
2029,73,91,0,65,71
2030,75,72,76,45,85
2031,81,31,37,37,89
2032,75,29,99,61,74
2033,96,34,44,100,71
2034,79,100,54,65,86
2035,77,52,50,19,84
2036,69,78,30,44,79
2037,86,13,83,33,76
2038,90,97,23,71,68
2039,76,78,7,100,93
2040,61,49,47,49,99
2041,54,55,35,97,66
2042,65,11,87,66,77
2043,74,100,44,55,73
2044,73,43,32,35,79
2045,75,80,38,53,83
2046,87,31,36,81,74
2047,69,9,24,57,78
2048,68,94,36,54,85
2049,95,52,28,84,69
2050,80,42,0,62,92
2051,48,65,28,23,74
2052,91,100,23,44,89
2053,81,89,0,65,70
2054,68,54,100,71,100
2055,56,100,34,47,73
2056,93,76,47,67,85
2057,83,57,55,51,81
2058,74,70,27,94,70
2059,100,33,60,54,93
2060,72,100,0,69,76
2061,82,100,40,49,86
2062,80,65,12,74,67
2063,69,16,0,53,90
2064,86,0,50,23,91
2065,54,85,7,91,88
2066,66,100,70,99,77
2067,84,71,71,64,83
2068,65,55,55,55,73
2069,67,65,56,47,75
2070,79,82,17,85,96
2071,67,80,18,40,80
2072,58,100,10,58,76
2073,67,74,38,59,90
2074,67,100,28,58,67
2075,61,2,13,60,74
2076,66,90,79,30,77
2077,71,96,44,40,58
2078,75,49,0,46,71
2079,45,31,13,34,71
2080,74,70,40,86,87
2081,94,76,55,55,83
2082,87,75,32,62,89
2083,54,73,35,77,75
2084,62,25,79,81,92
2085,64,10,64,59,83
2086,62,52,32,73,93
2087,79,45,44,51,86
2088,88,51,38,82,80
2089,78,70,52,57,80
2090,66,69,92,76,77
2091,66,100,42,9,65
2092,61,93,0,14,87
2093,80,60,0,64,77
2094,83,100,64,43,84
2095,71,54,45,54,79
2096,82,72,52,35,84
2097,72,45,1,80,66
2098,73,71,36,68,70
2099,77,99,28,58,86
2100,76,57,33,62,78
2101,50,96,79,57,72
2102,80,55,27,40,79
2103,85,65,4,90,79
2104,76,100,1,100,71
2105,81,79,45,43,86
2106,87,60,26,47,79
2107,99,25,66,74,71
2108,73,79,28,31,69
2109,60,86,70,46,88
2110,69,49,86,58,76
2111,100,38,87,46,96
2112,77,68,39,60,72
2113,82,91,7,64,83
2114,69,70,28,62,89
2115,74,42,87,55,72
2116,52,41,61,70,80
2117,79,42,13,80,58
2118,67,0,40,74,98
2119,61,55,24,32,72
2120,83,30,25,91,73
2121,81,72,73,16,78
2122,64,49,44,64,79
2123,72,98,55,95,92
2124,59,0,0,83,76
2125,82,96,74,26,90
2126,89,26,0,68,85
2127,68,49,91,75,74
2128,75,41,16,79,60
2129,64,95,49,75,65
2130,75,25,44,59,86
2131,84,99,0,50,81
2132,65,63,62,60,87
2133,58,47,51,68,73
2134,66,80,58,75,81
2135,81,63,39,50,74
2136,61,30,0,75,78
2137,79,44,38,48,84
2138,64,62,52,66,92
2139,74,40,35,81,79
2140,84,83,32,61,87
2141,74,100,45,57,79
2142,68,100,4,76,87
2143,65,49,63,96,100
2144,70,44,21,50,92
2145,70,51,25,67,79
2146,43,100,67,89,90
2147,68,75,22,41,84
2148,66,81,58,51,72
2149,70,32,0,26,73
2150,82,39,46,42,83
2151,81,60,53,71,91
2152,81,100,78,14,73
2153,90,100,10,80,80
2154,74,57,22,47,88
2155,82,70,58,63,74
2156,74,52,53,81,72
2157,76,50,8,17,73
2158,98,30,80,89,85
2159,79,63,36,62,68
2160,70,100,45,78,97
2161,61,58,36,62,89
2162,73,58,21,55,87
2163,93,97,81,28,78
2164,69,67,59,78,93
2165,60,23,83,8,80
2166,81,51,0,86,73
2167,76,92,16,76,97
2168,92,87,76,61,84
2169,97,92,30,52,78
2170,78,100,87,100,75
2171,74,76,66,75,63
2172,73,94,67,25,79
2173,60,63,34,63,88
2174,89,72,0,82,81
2175,42,35,71,78,84
2176,81,29,39,66,78
2177,70,56,0,63,80
2178,74,86,53,43,82
2179,65,73,100,69,89
2180,72,69,1,38,74
2181,83,88,26,67,82
2182,75,50,39,57,87
2183,76,38,37,34,75
2184,74,100,33,44,82
2185,73,74,5,87,91
2186,88,100,40,58,75
2187,75,38,8,53,84
2188,84,44,5,31,75
2189,78,65,19,37,94
2190,68,97,47,49,59
2191,77,37,0,92,81
2192,80,55,42,77,68
2193,57,57,41,64,80
2194,61,100,18,64,82
2195,80,56,45,80,75
2196,81,25,55,61,83
2197,78,99,44,39,98
2198,62,90,27,75,72
2199,72,72,77,77,88
2200,86,74,73,72,69
2201,88,62,14,47,84
2202,84,76,44,33,86
2203,77,61,18,48,77
2204,76,52,43,78,77
2205,80,81,36,35,66
2206,52,100,7,48,73
2207,72,56,36,22,73
2208,85,75,54,40,82
2209,81,65,50,55,84
2210,75,98,48,60,83
2211,64,79,9,41,79
2212,99,57,53,11,70
2213,81,67,16,63,80
2214,77,65,0,46,81
2215,89,43,94,22,77
2216,68,76,71,63,91
2217,74,62,52,61,91
2218,71,58,1,72,76
2219,75,34,20,9,84
2220,69,61,40,49,75
2221,79,69,66,35,83
2222,87,55,47,77,70
2223,71,93,24,74,89
2224,80,77,17,76,80
2225,58,72,13,81,73
