准考證號,國文,英文,數學
1070,62,46,45
3529,83,81,54
9223,75,86,56
6937,73,62,40
4117,51,87,76
6303,77,52,80
7546,76,32,36
6429,77,100,76
5155,63,52,72
8742,64,100,78
326,74,30,0
9832,66,53,45
6172,84,92,52
9890,81,91,19
7042,79,55,23
1067,62,100,71
7001,70,50,28
1904,72,73,23
9826,70,43,52
5342,73,78,38
5849,77,55,0
8422,74,74,2
973,85,83,42
7160,76,39,29
6125,84,30,98
2731,82,20,29
535,77,76,33
1866,70,74,70
2386,63,100,2
1938,76,54,27
5019,65,45,35
4829,83,56,25
9116,84,87,53
6549,74,42,43
6752,80,64,63
2939,78,23,47
1341,65,61,26
220,78,71,20
2352,77,29,44
5160,76,52,41
2334,75,0,47
3320,61,52,38
5766,76,60,15
1019,71,86,41
5272,81,0,77
2581,69,78,12
2570,74,51,87
5718,85,60,5
9918,81,76,78
1544,86,39,82
200,79,60,59
1272,73,92,65
9407,90,67,100
4148,58,65,26
6332,75,99,0
7091,70,81,40
7778,98,92,43
9477,91,100,26
5166,64,71,8
7151,66,62,54
5457,85,51,54
221,75,83,61
6566,57,55,54
5171,94,63,77
9754,67,61,59
6153,64,76,6
5100,69,35,47
4873,73,18,57
8814,86,61,86
2462,72,70,46
2772,81,72,47
1420,74,100,18
4222,67,51,79
7681,82,65,43
482,85,92,0
3365,83,100,31
2931,82,47,64
6080,68,50,74
4116,83,34,38
8209,85,56,0
5428,80,52,15
461,84,62,39
7473,77,46,18
8674,82,100,21
9618,71,53,0
7604,84,46,45
5916,86,63,48
42,65,73,63
6907,77,73,25
6877,86,46,38
1818,85,27,100
9974,75,46,54
7037,72,64,86
7050,69,44,30
7773,84,88,58
3075,63,100,26
3225,80,87,26
7165,72,57,27
9025,77,85,16
3825,62,57,76
8254,92,51,13
3123,73,75,15
481,52,54,61
992,57,73,0
5777,64,95,98
7479,82,63,43
8083,76,70,77
7259,71,82,65
2092,61,93,0
4559,80,36,47
9320,58,59,12
1942,63,73,25
87,63,60,36
9496,80,87,50
7372,59,71,46
2111,100,38,87
976,80,64,74
3263,77,56,92
1823,76,89,0
981,69,55,20
2724,91,56,45
1257,76,47,63
9696,75,29,59
4013,71,60,24
8417,87,64,28
5237,78,22,28
8069,67,79,43
3949,70,51,36
5707,43,98,59
5312,87,50,37
2835,91,67,1
4219,69,37,58
4384,65,59,22
7666,79,65,2
7947,65,82,90
4471,74,55,51
7392,72,49,61
8117,66,25,32
2280,62,80,68
3426,61,60,39
4768,54,28,54
240,60,60,12
8010,77,72,0
9741,77,30,67
8972,69,60,0
8060,69,85,65
96,71,58,35
2964,70,70,59
1961,87,89,0
8141,71,73,23
9228,58,43,100
5211,70,73,0
4966,82,62,21
6654,83,19,19
6662,88,99,75
1817,75,97,65
8934,68,23,45
1298,71,77,64
1911,83,51,7
1568,71,82,100
7072,79,52,48
3992,69,20,76
7202,60,78,39
6287,76,85,75
3024,66,38,35
6392,77,100,100
4230,61,100,20
8583,91,99,57
7523,65,86,0
5658,68,100,68
6523,75,56,54
1764,70,84,25
5056,80,40,46
7813,74,86,31
1464,53,22,10
1582,67,90,37
2459,70,50,47
8031,61,96,46
2176,81,29,39
8665,67,55,29
3609,75,83,22
5439,79,83,0
3073,71,25,60
6600,62,41,25
3419,67,100,0
9687,85,82,29
3738,78,77,62
7891,67,35,65
8753,79,56,71
7600,72,19,100
6584,69,81,90
4342,71,68,0
3220,77,47,39
4880,71,100,26
1571,91,60,39
6915,70,51,67
923,77,42,21
9080,77,37,38
2850,83,32,4
7503,76,54,22
739,95,57,13
590,61,78,53
3729,76,81,5
4457,75,12,33
259,79,16,30
8870,69,41,70
2104,76,100,1
9201,72,66,42
7026,87,52,45
4765,81,38,23
5931,92,75,5
426,70,40,41
4620,81,50,63
199,91,53,38
1850,75,60,26
8191,74,81,27
8320,88,44,34
8077,57,100,10
3746,76,9,15
5597,79,56,32
3680,94,55,39
804,71,92,58
8275,63,71,42
8770,77,100,26
5394,86,81,64
2800,76,100,59
1318,78,19,25
3978,87,33,42
5386,71,33,52
8384,96,41,45
8255,50,65,9
78,76,58,52
7718,73,58,17
9872,77,80,40
5180,75,63,0
4151,81,95,12
4889,75,100,22
2737,79,75,60
4276,76,30,8
1465,60,83,55
7574,81,66,50
8266,72,100,49
2410,61,96,69
3115,73,58,52
2056,93,76,47
3832,64,100,74
4642,75,41,43
9513,64,35,52
3071,66,60,0
3423,74,96,56
2015,87,59,83
716,90,44,63
2042,65,11,87
2196,81,25,55
599,72,77,90
526,64,39,75
5575,77,14,56
2998,69,37,47
3951,84,14,68
8003,69,43,53
5508,65,68,8
9103,73,25,14
2909,64,55,8
177,71,15,63
8032,64,75,87
6728,75,76,13
8238,60,80,70
8676,65,45,100
582,68,60,36
7944,76,46,0
4721,65,100,1
9368,88,60,20
6736,78,88,74
6213,79,100,12
183,75,81,45
3920,77,65,78
7658,85,39,0
329,78,43,27
2749,81,96,58
6639,91,88,0
4794,73,0,0
667,74,59,100
8174,76,67,55
3687,77,62,70
9845,71,54,47
7774,67,82,19
6788,75,26,46
835,68,70,98
4223,67,46,33
5347,66,55,44
1968,72,57,100
5958,78,75,42
4735,79,64,4
9267,82,92,11
919,72,70,63
124,95,96,97
339,72,47,24
3384,88,58,34
3782,69,19,20
2247,83,60,28
4755,66,65,63
9897,81,100,35
5093,67,35,69
4748,59,74,16
1642,79,100,34
7834,62,56,85
5276,74,100,6
9465,81,70,100
435,86,67,100
7793,81,96,31
2255,69,30,46
2012,89,89,46
2744,76,85,66
1038,70,37,31
1488,60,81,52
735,87,66,25
6164,78,45,15
7753,72,65,68
7061,71,47,51
6760,79,37,86
2081,94,76,55
9844,69,48,37
3537,77,46,40
9730,68,77,52
3588,69,66,4
6323,69,78,39
2449,65,32,65
2799,71,7,35
2077,71,96,44
3331,62,73,59
8769,82,63,24
7126,73,8,35
1266,97,64,88
6780,73,82,27
5259,72,73,55
9274,75,42,50
7270,77,69,10
5370,66,67,1
2365,69,55,66
6732,70,74,0
6292,78,100,19
3787,85,78,45
7920,67,78,0
5909,62,90,15
7700,81,65,7
2389,80,67,0
5287,76,76,16
9935,60,46,63
3273,70,64,24
9737,71,53,67
9852,59,73,39
4680,72,31,24
2171,74,76,66
9310,42,68,18
8789,92,25,61
116,67,100,0
9646,93,100,0
1002,74,51,92
7766,76,100,30
7770,87,68,62
1022,90,79,91
8157,73,60,30
3995,53,63,27
9110,65,62,62
8340,61,5,0
6435,77,51,67
5995,76,66,49
5726,66,99,10
1192,70,56,75
3854,72,67,35
2959,55,39,50
4121,68,46,75
5905,81,85,82
1811,77,66,63
3870,81,37,19
4722,66,13,25
1826,70,67,42
5727,70,56,18
2849,74,76,66
5176,80,100,17
7620,72,67,2
3969,56,70,69
7580,69,94,0
1652,71,50,45
4170,81,51,47
1476,84,58,23
6865,87,83,20
9019,76,40,0
2434,75,100,18
8373,84,57,92
8661,83,27,100
4888,78,20,54
1023,64,10,29
7494,70,96,55
9783,67,57,9
9678,64,81,71
6535,74,49,43
7541,68,68,48
2073,67,74,38
5238,51,18,57
2611,80,45,19
6226,74,79,37
9340,87,40,8
2059,100,33,60
6617,71,100,29
6502,68,42,42
3177,71,56,39
9466,72,62,12
1412,81,69,77
4545,80,41,56
8599,57,59,22
8194,64,11,49
2640,80,98,44
8896,78,92,68
7430,67,67,0
1164,70,61,8
400,73,44,49
1858,55,42,63
5427,72,85,77
5802,72,100,13
2426,73,95,17
1588,55,36,51
9296,83,91,0
762,79,36,32
8420,82,81,21
4977,78,78,13
1607,84,66,77
445,71,52,0
5456,65,89,36
9981,88,48,58
2665,80,100,0
3720,81,54,26
8403,72,61,69
2197,78,99,44
2399,84,45,49
5611,81,82,15
3324,90,61,31
7338,65,54,36
9989,64,49,24
3967,84,100,48
3812,48,31,59
2011,73,43,0
1171,100,54,66
569,91,64,56
2999,72,23,89
9182,72,35,34
8974,79,91,36
4636,69,56,89
8491,56,100,90
4045,80,35,47
5609,88,90,34
4640,70,100,34
422,88,51,54
1356,86,61,17
5375,80,47,95
7288,78,87,65
6996,85,25,68
7758,76,36,75
4071,68,98,35
3828,65,81,21
8190,80,63,61
3733,62,55,11
5505,77,68,59
5072,72,62,60
1578,69,100,54
9253,79,60,40
6352,86,49,3
2300,39,74,33
2616,80,75,34
6368,89,81,58
3530,76,66,62
2422,58,37,66
4320,83,8,59
7583,68,51,45
1875,70,47,59
4453,78,100,0
721,58,9,83
4194,74,76,87
7011,72,78,55
1864,65,59,42
7193,62,91,3
7150,70,61,59
4936,67,84,32
6882,77,100,59
2456,72,75,100
9327,73,2,40
7586,62,60,77
4444,72,23,0
9151,57,88,62
5150,67,67,41
8208,73,94,21
1895,72,88,38
5932,84,99,36
7063,80,48,47
5900,77,41,100
3670,69,8,47
6452,92,72,20
1418,62,79,92
7358,79,68,51
6525,86,39,4
9662,81,63,75
600,75,100,23
8850,83,82,59
6832,85,95,34
6480,79,55,66
695,82,91,16
1199,71,85,20
8185,62,100,53
6725,78,31,72
1665,77,84,54
2708,53,76,31
5063,84,48,22
5379,81,100,15
267,86,31,29
6210,59,52,20
7032,76,30,54
5336,79,96,57
8033,77,88,70
3848,74,100,44
6243,59,96,27
3000,80,89,74
1541,94,58,0
2433,74,78,55
5036,77,81,15
1990,85,83,7
6517,79,17,92
9192,87,93,7
3516,81,61,68
3210,78,52,81
9114,66,43,51
7025,70,76,13
3667,81,89,39
5883,87,38,25
4031,66,71,0
1759,75,66,7
3943,88,36,25
7619,81,70,31
6627,73,31,62
5419,87,52,50
616,82,99,69
5665,62,54,57
5138,70,67,61
4496,77,80,26
148,80,39,48
9348,82,77,22
1881,63,58,36
1551,71,52,100
9598,68,78,29
5540,76,61,12
3974,65,45,72
632,78,68,50
6469,90,27,55
5720,79,68,49
9776,83,93,38
1658,62,64,67
7905,73,100,20
5740,71,78,33
9471,89,48,64
5509,100,97,33
3394,64,17,51
4575,89,90,54
7284,82,65,0
139,63,66,0
3816,64,17,34
4490,74,72,41
1490,60,43,0
3531,81,42,20
1718,73,44,17
8027,62,61,31
4000,92,70,41
1391,47,98,16
1221,55,81,68
6456,70,97,68
8258,72,58,0
7321,64,41,56
3031,68,44,6
8745,79,100,48
3353,76,79,20
2016,80,84,100
1293,72,72,61
2594,66,79,0
2609,81,78,60
7687,62,56,25
6862,64,67,26
7614,63,62,6
3605,76,24,50
4655,61,47,77
4819,80,55,0
4144,59,58,30
2834,58,100,71
5793,88,84,6
7355,81,58,73
5007,81,20,41
6194,62,82,33
1989,78,97,12
36,74,57,29
8075,79,62,100
8140,76,65,52
276,64,62,0
5722,58,77,30
5762,74,100,12
6410,65,91,49
5830,68,0,36
2568,82,61,43
2178,74,86,53
230,78,46,17
6408,78,73,55
357,81,54,17
9083,59,81,53
9772,67,79,0
9363,79,33,19
895,76,72,43
6702,87,98,8
8152,88,44,8
4703,82,93,70
1150,92,70,33
6875,81,64,57
6445,87,44,12
9012,87,35,53
3155,63,76,35
3652,68,44,26
3042,81,16,57
4241,60,100,46
921,90,93,75
9142,91,69,24
7767,69,41,60
4978,72,69,0
1522,87,88,82
5005,83,64,44
7225,74,85,38
6227,87,50,20
5542,74,71,68
5772,80,76,50
2440,78,68,41
853,79,82,58
5354,61,84,33
1174,76,58,97
889,87,23,34
5475,72,78,61
1124,74,65,28
9746,76,67,37
807,74,54,8
3338,66,100,38
7624,77,66,73
6985,76,36,49
1333,81,61,43
4901,75,90,8
5577,70,75,54
7532,84,74,42
8306,77,76,33
7418,79,66,53
608,73,54,22
316,94,97,37
7495,67,78,23
4622,66,62,8
1280,74,65,100
3218,84,85,0
4318,56,67,92
3690,71,34,29
6789,76,54,69
3540,77,58,71
4111,84,75,0
5960,57,52,83
8454,70,63,6
8228,75,19,60
627,70,42,55
302,77,55,33
4578,70,81,38
4915,54,93,52
3389,82,100,0
1505,73,69,0
9929,83,70,69
7804,57,86,50
2128,75,41,16
3863,76,71,44
8097,78,77,73
1924,70,59,85
62,80,97,61
2796,84,72,30
2917,64,53,14
8863,59,38,38
6474,50,37,47
5660,62,49,0
7888,70,90,0
9771,85,73,63
8911,72,35,67
5504,86,95,26
8477,68,52,29
3136,57,48,12
9607,76,59,13
4843,74,86,20
1782,68,41,54
8386,84,20,46
1014,77,50,8
8270,79,46,80
3797,65,74,81
6505,75,40,57
1368,70,30,35
4681,92,80,0
933,71,47,17
960,77,52,36
6597,81,17,54
3865,61,54,32
2897,93,33,21
4969,58,82,37
7549,71,70,41
7274,78,71,20
5606,88,2,32
8651,73,73,55
5602,77,71,36
9265,100,33,32
1649,81,49,55
8885,62,40,25
2815,73,100,0
1049,74,93,27
9010,61,4,79
134,76,43,22
3308,77,50,34
9524,59,22,27
3247,87,35,49
5033,68,89,49
3211,74,48,38
8297,75,60,27
4973,79,74,95
4690,71,73,27
1214,92,73,87
450,74,100,26
3739,69,77,57
6258,79,88,48
2922,77,92,67
3802,62,79,55
9652,80,55,57
2605,85,82,29
713,77,45,0
3668,60,26,69
6268,82,100,55
7636,63,86,67
8748,77,79,53
747,74,34,0
7986,71,57,21
3500,81,78,54
3647,66,35,28
5708,69,61,100
430,78,74,42
9291,52,100,25
2941,73,46,25
7075,89,56,92
9149,65,44,47
9335,75,41,35
5765,60,62,0
7435,68,32,8
1807,78,20,59
5330,70,50,9
3235,85,75,55
4479,83,96,45
4228,94,78,0
1831,67,55,0
9298,80,24,71
2610,74,99,29
8511,58,32,40
1271,59,59,32
9143,84,100,46
8372,76,100,24
6924,87,86,69
5838,70,84,17
4784,76,64,57
1083,80,68,53
2379,96,56,99
3449,76,73,24
249,70,73,32
823,57,56,82
6606,79,78,32
6358,70,50,33
1620,75,81,54
2929,69,26,84
7520,60,75,38
1495,80,79,54
8706,89,76,0
697,85,100,55
6472,57,100,25
6997,91,72,81
7324,75,100,26
8531,76,100,6
5782,80,67,46
6733,82,94,65
6367,69,63,48
6313,71,58,82
547,65,66,47
7589,76,100,5
4598,81,60,40
4143,67,54,54
703,71,56,36
2320,85,97,44
5538,74,59,53
8603,84,69,15
1279,76,50,37
797,60,59,54
8554,85,100,20
4402,73,46,0
900,80,36,19
3570,64,93,65
9432,70,45,49
472,76,47,27
145,87,72,75
6450,73,77,8
785,73,94,67
7843,73,60,56
1625,75,64,53
7571,82,15,37
6249,83,75,0
3304,75,67,64
7360,78,46,51
4805,81,83,54
7564,76,90,67
8607,64,42,66
765,71,84,31
6602,73,85,16
5908,77,79,6
1891,67,18,52
8369,72,100,0
7302,68,86,39
7335,80,58,36
1158,70,65,30
5343,68,46,4
9361,64,26,10
2613,67,49,20
2514,96,60,17
1758,75,62,75
2994,94,68,65
106,65,68,48
5402,72,100,99
5768,73,38,27
5774,61,40,24
1644,84,100,17
6890,68,64,35
529,80,65,43
8088,82,49,94
9123,78,100,52
1559,76,44,52
9174,95,100,47
3055,62,87,21
4337,82,100,46
2165,60,23,83
4424,67,100,67
2876,55,47,21
4558,80,69,19
7854,63,89,0
4406,64,72,22
6586,74,76,15
5077,70,37,29
6241,92,100,74
2079,45,31,13
4232,69,85,62
1774,75,33,0
2949,71,75,37
8385,80,41,66
7728,64,94,43
4119,70,56,0
5065,72,33,13
6988,71,100,100
6876,67,85,32
2712,59,12,84
3131,82,52,7
476,70,99,0
7961,74,40,33
9461,77,65,3
2532,75,52,63
5274,79,31,18
3945,67,97,36
4135,69,96,35
7131,65,74,16
2700,71,81,31
6928,81,47,45
2960,87,89,0
6557,84,55,28
421,84,60,50
8999,94,45,1
2297,70,78,75
8925,80,100,21
6165,88,79,31
825,90,72,39
5492,66,85,68
8790,73,58,19
9341,59,81,62
5581,82,38,94
5015,58,54,73
9243,89,27,68
2660,89,100,0
2157,76,50,8
669,74,68,27
436,83,100,33
4664,80,24,43
8412,74,65,89
6624,90,41,40
5705,78,49,46
3868,76,31,0
3547,76,28,16
2691,71,64,38
1439,73,47,100
3630,71,60,77
3862,61,40,44
7092,73,59,46
1512,73,47,84
3411,61,78,49
7721,73,52,30
3912,62,32,16
5861,78,48,43
1120,94,58,58
2674,71,61,53
5013,74,52,95
2062,80,65,12
584,81,53,86
8286,62,41,65
4582,80,50,30
3345,74,50,68
8247,72,54,41
7940,94,47,40
6199,71,57,58
3404,76,56,35
8189,89,45,32
3582,79,38,8
6634,85,64,31
1175,60,97,60
9796,78,48,49
3233,64,61,48
6802,71,88,10
282,72,50,34
8553,83,91,55
19,86,19,76
1835,83,60,40
7242,82,60,16
1939,86,29,64
7194,78,66,15
2583,79,61,2
2725,69,55,70
4953,75,76,15
8805,78,51,40
5843,52,68,100
6234,75,42,22
8145,69,77,50
6938,66,56,83
1605,82,84,40
5694,50,91,43
3138,59,75,40
6110,71,68,0
4528,48,77,15
8700,79,43,93
119,84,57,59
3465,82,51,31
7007,85,64,0
2361,69,78,30
1446,72,87,63
5651,76,63,100
2728,66,100,42
5055,80,65,72
8587,69,12,33
9187,71,41,39
3726,78,32,32
9575,81,42,22
4382,83,49,26
5172,83,66,0
6964,57,72,63
1846,71,46,52
2089,78,70,52
5732,83,47,47
6176,78,0,53
863,62,90,31
8975,65,71,65
352,59,59,28
4877,82,34,41
7551,62,92,66
1187,78,90,26
1966,88,60,50
7513,63,73,67
3157,70,51,49
5254,71,59,39
9629,63,46,79
8941,85,38,63
377,78,53,70
4534,90,69,56
1027,71,25,61
2483,74,62,50
9684,78,71,49
3078,81,46,47
4831,76,59,59
5472,72,56,46
8328,88,39,38
4934,65,85,21
4842,75,78,83
1576,80,71,35
3891,80,29,0
9664,72,64,89
1952,69,81,25
2753,77,100,20
7169,62,50,25
2057,83,57,55
844,64,100,15
1851,64,74,28
3835,83,45,68
9000,76,65,35
626,66,34,39
6321,80,44,27
1024,77,89,0
9806,84,74,0
5527,70,54,85
3462,66,88,56
2183,76,38,37
5982,73,38,32
1414,83,54,34
6835,75,24,66
2347,71,40,62
4789,68,46,49
3796,70,100,8
8279,58,48,18
7350,65,36,40
8430,72,66,0
3791,69,100,8
8958,89,77,39
232,76,58,15
2481,83,72,9
1613,88,51,71
7865,73,100,58
7746,91,71,100
2376,68,0,42
6499,82,92,32
5788,75,62,47
2644,63,24,100
9804,73,96,22
9467,63,61,100
4261,65,42,100
4826,83,45,54
3900,74,55,69
7033,75,91,9
1239,71,74,31
7508,73,42,83
6604,66,100,41
3716,76,58,43
871,67,60,90
3266,72,79,43
7209,82,64,29
3456,87,82,60
7909,73,91,1
6983,66,100,35
2553,90,63,47
6581,67,37,34
5079,81,80,11
6671,77,42,14
7990,75,34,33
6537,78,74,66
7300,72,22,43
6527,72,81,60
5340,61,59,46
1790,83,88,19
2140,84,83,32
373,69,90,65
726,72,51,79
1927,76,68,82
7487,54,84,44
862,84,68,10
8055,77,82,46
3108,100,61,6
794,80,78,44
4247,73,49,0
4218,56,54,71
8445,87,67,37
4214,92,100,12
9612,82,52,45
9599,66,100,36
1324,73,43,74
3130,87,55,38
4839,74,73,24
489,62,40,0
8400,72,34,57
2579,82,42,35
2301,72,97,42
7176,70,40,39
3473,57,52,32
8387,73,46,56
5525,74,72,52
8148,86,70,32
1737,68,47,72
2705,80,29,48
1965,63,46,56
6431,62,55,64
6443,78,45,22
8985,75,44,63
1198,71,76,67
6746,57,64,0
60,61,60,36
223,82,65,60
6506,72,56,59
1805,77,84,51
5278,75,100,0
4155,57,99,85
2407,80,16,27
2923,69,32,57
3658,67,100,33
2736,81,55,43
5157,71,100,17
5442,84,62,53
1348,74,72,53
2316,88,100,25
2314,67,84,37
2886,79,11,0
7177,75,51,58
4500,80,43,19
10,66,43,88
2204,76,52,43
7309,55,62,27
3701,68,89,38
2478,89,45,26
5790,71,100,13
3807,81,66,34
308,85,74,35
2110,69,49,86
5285,77,75,47
9431,64,79,28
8099,72,93,24
7130,71,97,27
7070,55,53,75
5560,92,100,37
5668,66,8,24
300,70,10,29
1469,61,61,0
8396,76,80,8
885,52,89,28
3672,72,87,49
4823,57,68,12
280,82,74,0
4774,79,54,55
3635,64,26,55
530,80,40,57
4981,82,98,2
365,85,69,35
1338,77,83,98
6419,83,60,23
8540,72,76,45
4133,66,89,61
8730,77,97,63
3595,57,93,52
7297,82,60,76
8012,72,55,37
6398,59,55,62
8521,74,43,83
4666,72,99,19
2621,65,73,65
7668,85,71,88
650,88,65,5
5574,67,52,0
6714,84,52,42
4726,84,63,26
475,65,33,80
1947,71,66,62
6501,84,100,44
5462,64,95,32
5640,85,45,0
5193,79,46,26
7938,79,62,13
6972,66,29,9
3636,73,84,66
7690,74,52,47
5906,71,63,57
8404,87,68,19
9107,66,68,32
6507,88,100,41
3347,72,62,16
101,63,88,37
8132,65,75,42
1997,73,86,100
9666,75,74,95
8936,73,100,15
66,85,86,63
5244,82,43,57
1030,86,79,5
6203,51,29,35
3860,48,57,72
4474,83,57,23
8514,81,82,87
2108,73,79,28
6534,86,16,27
5420,73,83,0
8102,67,92,31
2486,76,49,52
8733,69,19,39
6214,80,45,0
8562,75,0,55
4038,72,63,51
1104,82,98,56
2490,73,40,43
5286,79,67,57
3829,57,100,29
1748,76,82,34
6544,94,35,1
2851,86,3,61
9859,56,66,72
837,82,69,69
5329,69,100,58
1793,69,59,25
4289,61,69,44
6727,75,37,86
2265,78,64,26
4262,86,73,73
3741,59,33,30
1093,69,70,40
8129,67,62,73
2475,73,32,82
3270,68,100,13
3907,54,71,27
7985,79,54,49
9249,60,63,31
7440,67,46,18
3409,86,73,32
8348,66,48,64
8930,71,100,42
473,75,57,49
2812,66,56,64
1092,82,53,35
6663,71,88,15
2575,81,59,2
9644,86,79,0
8578,78,89,32
3407,85,68,16
4595,62,50,71
4225,85,83,66
6478,64,82,39
4813,73,59,60
5219,83,71,37
9257,81,0,18
144,87,100,0
388,68,62,72
2809,64,69,30
7796,84,71,94
8558,55,9,40
1684,77,53,58
4885,81,81,92
6853,71,80,12
2624,71,37,43
3925,76,79,0
6761,86,46,64
3877,74,76,0
6521,51,75,45
85,80,64,3
8126,80,43,86
7237,91,31,43
8795,65,72,74
3309,76,45,33
3875,76,37,100
5638,87,57,25
6348,61,27,20
7584,73,57,11
468,71,100,25
1253,83,37,77
3579,77,85,48
7491,90,54,51
7117,68,47,66
8891,62,52,0
2445,83,20,97
2489,61,67,28
7388,84,23,32
5026,74,90,54
9915,63,15,8
4356,69,46,93
501,58,21,3
4130,69,98,0
5887,69,97,44
3706,63,67,36
9659,73,54,74
5003,77,19,20
1281,70,85,40
668,88,46,28
7547,60,30,0
9479,87,78,50
7137,76,73,4
4858,99,70,2
9484,59,60,46
181,98,100,10
6640,90,72,69
3659,61,71,17
8327,80,37,70
5064,64,50,15
1060,62,50,42
1447,57,98,54
2902,71,86,50
9843,62,33,56
4712,76,91,0
5125,82,73,51
2243,82,62,38
3894,64,54,22
843,61,8,38
9278,61,88,64
4827,75,8,81
6004,95,91,0
612,83,84,64
2973,63,79,46
3704,73,89,62
6000,85,28,71
7145,74,100,4
11,85,40,51
1683,71,55,78
5108,66,97,69
2954,81,52,39
6994,71,28,48
4749,70,71,47
3276,83,39,28
8806,93,75,34
3957,78,36,48
5242,91,45,0
1499,86,47,8
437,83,74,0
7219,85,59,18
8110,90,78,47
9938,86,65,59
517,78,98,0
6064,71,60,56
7512,63,71,49
6951,79,48,91
8689,82,80,24
3066,71,56,100
5433,64,72,38
8589,72,93,45
4667,80,45,4
541,75,85,47
9900,76,53,26
7510,57,91,61
7910,64,74,60
6024,81,78,65
1692,82,93,29
5735,82,95,28
235,56,59,6
1001,73,54,66
2496,64,77,34
6762,52,100,61
107,100,5,39
4906,77,100,12
795,66,87,0
1535,76,47,22
5248,68,43,56
9362,77,75,16
5841,69,67,48
8318,84,21,81
1813,58,68,37
6804,81,89,64
7673,68,81,55
9609,75,100,50
6962,77,58,40
1178,73,35,40
1614,83,42,7
6491,71,79,5
8057,93,71,10
7725,86,40,36
8183,91,100,43
6571,67,78,21
9429,56,28,66
9544,73,72,40
5858,69,35,62
3327,79,100,13
8606,69,90,75
7792,58,50,0
9325,67,55,33
26,83,32,77
170,66,25,12
536,92,82,75
9997,64,66,30
7188,69,79,5
5969,80,64,48
4009,61,100,22
2926,70,18,49
7412,75,100,64
4524,70,65,74
7040,76,15,100
1337,86,100,57
6614,78,0,49
7017,72,83,11
864,88,98,60
4325,93,61,55
8584,78,58,31
5631,85,58,79
1347,62,35,39
6269,81,65,47
1836,65,40,18
4937,76,98,55
6982,74,100,100
3762,75,36,73
1687,89,100,74
4924,75,100,30
7382,51,48,54
3541,74,56,53
4745,77,47,71
8727,68,66,38
7764,68,37,15
1729,63,67,75
8053,77,96,28
6351,80,67,27
6869,85,74,17
4231,84,89,85
7871,74,100,48
1971,84,60,100
8962,74,97,1
5579,64,74,30
901,88,64,50
4783,87,78,9
4375,57,48,34
2729,94,91,3
5670,88,62,48
456,80,80,20
9475,64,31,35
3234,59,38,58
2627,61,60,70
3447,66,43,42
2248,82,93,50
4876,59,55,55
519,84,100,49
2048,68,94,36
8037,69,49,72
3127,66,72,14
3076,75,97,74
4728,63,55,44
1659,83,50,32
3888,81,47,77
8576,63,44,66
8378,79,52,7
562,70,47,24
2732,80,49,46
4739,72,100,11
8889,88,87,80
4113,64,93,17
4677,89,100,69
7420,73,78,88
2035,77,52,50
5672,65,38,69
9392,83,51,69
7218,81,56,8
113,68,100,69
688,79,100,46
7507,74,41,57
7090,73,58,48
2069,67,65,56
8744,84,26,0
8495,67,71,54
4833,71,78,54
8693,67,77,57
7926,65,79,35
8829,82,68,57
9668,83,55,24
7934,68,53,0
4415,70,46,67
8779,63,35,15
5514,75,49,35
9377,66,12,47
4747,74,92,0
3231,85,23,66
5062,70,58,65
6357,68,77,79
641,72,100,31
4980,70,68,21
7516,84,39,81
6021,59,89,52
3209,73,57,59
2327,82,65,27
1948,60,70,68
9160,88,57,31
6470,64,48,62
9283,57,83,37
2114,69,70,28
9920,96,42,16
9693,82,55,54
3598,84,58,34
4852,80,55,44
6542,76,46,30
2097,72,45,1
9585,81,100,18
2537,71,39,50
9745,94,100,24
9382,62,44,59
6224,70,100,0
1242,73,88,0
9627,82,74,17
7204,100,20,0
8761,67,48,74
5617,89,45,58
6370,54,80,43
1207,64,59,35
881,75,34,26
7999,89,52,44
8560,90,75,35
1634,65,75,11
7419,100,55,48
6592,71,71,1
9643,94,78,0
5559,76,60,83
8036,78,80,47
2985,70,76,27
6834,75,65,0
2302,66,52,35
3621,71,65,33
6430,75,76,77
5862,85,100,33
880,74,34,17
4810,60,72,21
9740,86,75,90
1429,78,7,55
7617,85,90,22
321,65,58,15
1138,79,56,31
46,72,100,7
4385,69,98,45
8042,71,84,55
17,70,70,48
2005,85,62,12
6864,81,51,53
1251,71,84,12
6944,93,86,72
2100,76,57,33
9406,84,80,44
9871,80,100,38
143,71,45,41
5466,92,87,100
3921,77,100,16
7248,65,58,85
1460,72,28,23
478,79,23,77
7251,74,72,37
2655,76,61,31
8877,79,47,40
3382,72,53,72
3955,72,39,60
9349,84,45,68
4770,66,47,53
6797,88,61,25
1380,60,26,7
4706,73,58,61
9722,86,58,34
9469,78,52,62
5046,66,73,15
3966,77,85,53
9634,65,59,53
5194,77,83,21
6822,71,49,38
204,75,77,66
359,59,28,76
6366,70,53,2
9490,70,33,50
1371,74,30,31
1856,69,68,37
4327,64,35,57
5853,69,36,21
3778,71,82,43
8968,66,83,45
4450,56,61,0
4428,84,34,100
5549,66,81,1
7885,87,13,30
1636,83,43,81
5522,77,57,36
1752,55,89,36
5083,65,81,50
2968,81,100,77
6186,51,30,31
9547,61,69,100
1921,72,6,41
5709,87,87,51
5923,80,65,0
5038,66,89,15
5289,70,59,7
6134,67,100,55
5919,66,76,11
3070,82,84,17
3122,75,59,75
2785,76,97,88
262,80,57,34
5127,82,83,21
